date,social distancing,isPartial
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,85,False
2020-11-07,0,False
2020-11-08,0,False
2020-11-09,0,False
2020-11-10,63,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,0,False
2020-11-17,0,False
2020-11-18,0,False
2020-11-19,59,False
2020-11-20,68,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,0,False
2020-11-24,100,False
2020-11-25,0,False
2020-11-26,0,False
2020-11-27,81,False
2020-11-28,70,False
2020-11-29,0,False
2020-11-30,69,False
2020-12-01,0,False
2020-12-02,83,False
2020-12-03,66,False
2020-12-04,83,False
