date,social distancing,isPartial
2020-10-08,71,False
2020-10-09,100,False
2020-10-10,52,False
2020-10-11,0,False
2020-10-12,68,False
2020-10-13,39,False
2020-10-14,0,False
2020-10-15,75,False
2020-10-16,97,False
2020-10-17,51,False
2020-10-18,0,False
2020-10-19,42,False
2020-10-20,52,False
2020-10-21,0,False
2020-10-22,69,False
2020-10-23,0,False
2020-10-24,0,False
2020-10-25,0,False
2020-10-26,66,False
2020-10-27,43,False
2020-10-28,0,False
2020-10-29,43,False
2020-10-30,70,False
2020-10-31,0,False
2020-11-01,0,False
2020-11-02,0,False
2020-11-03,76,False
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,60,False
2020-11-07,0,False
