date,social distancing,isPartial
2020-10-09,89,False
2020-10-10,58,False
2020-10-11,60,False
2020-10-12,72,False
2020-10-13,48,False
2020-10-14,53,False
2020-10-15,66,False
2020-10-16,62,False
2020-10-17,64,False
2020-10-18,0,False
2020-10-19,43,False
2020-10-20,0,False
2020-10-21,0,False
2020-10-22,92,False
2020-10-23,0,False
2020-10-24,0,False
2020-10-25,70,False
2020-10-26,79,False
2020-10-27,44,False
2020-10-28,0,False
2020-10-29,46,False
2020-10-30,0,False
2020-10-31,0,False
2020-11-01,0,False
2020-11-02,0,False
2020-11-03,66,False
2020-11-04,0,False
2020-11-05,47,False
2020-11-06,100,False
2020-11-07,0,False
2020-11-08,0,False
