date,social distancing,isPartial
2021-01-11,0,False
2021-01-12,0,False
2021-01-13,76,False
2021-01-14,0,False
2021-01-15,0,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,57,False
2021-01-19,0,False
2021-01-20,49,False
2021-01-21,0,False
2021-01-22,88,False
2021-01-23,0,False
2021-01-24,0,False
2021-01-25,0,False
2021-01-26,47,False
2021-01-27,0,False
2021-01-28,78,False
2021-01-29,66,False
2021-01-30,0,False
2021-01-31,0,False
2021-02-01,0,False
2021-02-02,56,False
2021-02-03,76,False
2021-02-04,0,False
2021-02-05,100,False
2021-02-06,0,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,0,False
2021-02-10,0,False
