date,social distancing,isPartial
2020-10-15,77,False
2020-10-16,100,False
2020-10-17,52,False
2020-10-18,0,False
2020-10-19,44,False
2020-10-20,53,False
2020-10-21,0,False
2020-10-22,71,False
2020-10-23,0,False
2020-10-24,0,False
2020-10-25,0,False
2020-10-26,67,False
2020-10-27,45,False
2020-10-28,0,False
2020-10-29,44,False
2020-10-30,72,False
2020-10-31,0,False
2020-11-01,0,False
2020-11-02,0,False
2020-11-03,78,False
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,62,False
2020-11-07,0,False
2020-11-08,0,False
2020-11-09,0,False
2020-11-10,46,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
