date,social distancing,isPartial
2021-02-10,0,False
2021-02-11,0,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,0,False
2021-02-16,0,False
2021-02-17,0,False
2021-02-18,0,False
2021-02-19,0,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,0,False
2021-02-23,0,False
2021-02-24,83,False
2021-02-25,0,False
2021-02-26,64,False
2021-02-27,89,False
2021-02-28,0,False
2021-03-01,64,False
2021-03-02,0,False
2021-03-03,61,False
2021-03-04,0,False
2021-03-05,100,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,0,False
2021-03-09,0,False
2021-03-10,0,False
2021-03-11,0,False
2021-03-12,0,False
