date,social distancing,isPartial
2020-07-22,77,False
2020-07-23,67,False
2020-07-24,0,False
2020-07-25,80,False
2020-07-26,0,False
2020-07-27,71,False
2020-07-28,99,False
2020-07-29,75,False
2020-07-30,0,False
2020-07-31,0,False
2020-08-01,0,False
2020-08-02,87,False
2020-08-03,84,False
2020-08-04,77,False
2020-08-05,75,False
2020-08-06,0,False
2020-08-07,58,False
2020-08-08,75,False
2020-08-09,0,False
2020-08-10,86,False
2020-08-11,78,False
2020-08-12,78,False
2020-08-13,90,False
2020-08-14,0,False
2020-08-15,64,False
2020-08-16,0,False
2020-08-17,0,False
2020-08-18,100,False
2020-08-19,0,False
2020-08-20,68,False
2020-08-21,0,False
