date,social distancing,isPartial
2021-01-03,0,False
2021-01-04,0,False
2021-01-05,50,False
2021-01-06,0,False
2021-01-07,100,False
2021-01-08,52,False
2021-01-09,0,False
2021-01-10,0,False
2021-01-11,54,False
2021-01-12,57,False
2021-01-13,60,False
2021-01-14,0,False
2021-01-15,0,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,0,False
2021-01-19,0,False
2021-01-20,84,False
2021-01-21,0,False
2021-01-22,0,False
2021-01-23,0,False
2021-01-24,0,False
2021-01-25,0,False
2021-01-26,49,False
2021-01-27,0,False
2021-01-28,0,False
2021-01-29,87,False
2021-01-30,0,False
2021-01-31,0,False
2021-02-01,0,False
2021-02-02,0,False
