date,Quarantine,isPartial
2020-10-27,100,False
2020-10-28,89,False
2020-10-29,72,False
2020-10-30,71,False
2020-10-31,61,False
2020-11-01,47,False
2020-11-02,63,False
2020-11-03,67,False
2020-11-04,63,False
2020-11-05,60,False
2020-11-06,63,False
2020-11-07,55,False
2020-11-08,48,False
2020-11-09,51,False
2020-11-10,56,False
2020-11-11,43,False
2020-11-12,42,False
2020-11-13,27,False
2020-11-14,38,False
2020-11-15,54,False
2020-11-16,65,False
2020-11-17,48,False
2020-11-18,55,False
2020-11-19,51,False
2020-11-20,59,False
2020-11-21,52,False
2020-11-22,58,False
2020-11-23,61,False
2020-11-24,44,False
2020-11-25,66,False
2020-11-26,49,False
