date,lagnat,isPartial
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,0,False
2020-10-19,0,False
2020-10-20,0,False
2020-10-21,63,False
2020-10-22,0,False
2020-10-23,69,False
2020-10-24,0,False
2020-10-25,0,False
2020-10-26,0,False
2020-10-27,0,False
2020-10-28,0,False
2020-10-29,0,False
2020-10-30,77,False
2020-10-31,100,False
2020-11-01,0,False
2020-11-02,100,False
2020-11-03,0,False
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,0,False
2020-11-07,0,False
2020-11-08,93,False
2020-11-09,0,False
2020-11-10,0,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
