date,lagnat,isPartial
2020-03-23,68,False
2020-03-24,74,False
2020-03-25,60,False
2020-03-26,75,False
2020-03-27,65,False
2020-03-28,86,False
2020-03-29,0,False
2020-03-30,60,False
2020-03-31,0,False
2020-04-01,90,False
2020-04-02,60,False
2020-04-03,66,False
2020-04-04,0,False
2020-04-05,0,False
2020-04-06,86,False
2020-04-07,0,False
2020-04-08,0,False
2020-04-09,0,False
2020-04-10,0,False
2020-04-11,0,False
2020-04-12,68,False
2020-04-13,0,False
2020-04-14,0,False
2020-04-15,0,False
2020-04-16,80,False
2020-04-17,70,False
2020-04-18,100,False
2020-04-19,0,False
2020-04-20,0,False
2020-04-21,0,False
2020-04-22,96,False
