date,lagnat,isPartial
2020-11-09,0,False
2020-11-10,0,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,0,False
2020-11-17,0,False
2020-11-18,76,False
2020-11-19,0,False
2020-11-20,0,False
2020-11-21,92,False
2020-11-22,0,False
2020-11-23,0,False
2020-11-24,0,False
2020-11-25,0,False
2020-11-26,0,False
2020-11-27,0,False
2020-11-28,0,False
2020-11-29,0,False
2020-11-30,0,False
2020-12-01,0,False
2020-12-02,0,False
2020-12-03,0,False
2020-12-04,100,False
2020-12-05,0,False
2020-12-06,0,False
2020-12-07,0,False
2020-12-08,0,False
2020-12-09,98,False
