date,lagnat,isPartial
2021-01-23,100,False
2021-01-24,0,False
2021-01-25,56,False
2021-01-26,62,False
2021-01-27,56,False
2021-01-28,0,False
2021-01-29,0,False
2021-01-30,76,False
2021-01-31,0,False
2021-02-01,0,False
2021-02-02,0,False
2021-02-03,60,False
2021-02-04,73,False
2021-02-05,0,False
2021-02-06,64,False
2021-02-07,70,False
2021-02-08,0,False
2021-02-09,56,False
2021-02-10,0,False
2021-02-11,0,False
2021-02-12,74,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,0,False
2021-02-16,0,False
2021-02-17,0,False
2021-02-18,54,False
2021-02-19,0,False
2021-02-20,74,False
2021-02-21,97,False
2021-02-22,0,False
