date,lagnat,isPartial
2021-01-04,0,False
2021-01-05,96,False
2021-01-06,81,False
2021-01-07,0,False
2021-01-08,0,False
2021-01-09,0,False
2021-01-10,0,False
2021-01-11,0,False
2021-01-12,81,False
2021-01-13,93,False
2021-01-14,75,False
2021-01-15,0,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,0,False
2021-01-19,0,False
2021-01-20,57,False
2021-01-21,0,False
2021-01-22,0,False
2021-01-23,0,False
2021-01-24,0,False
2021-01-25,0,False
2021-01-26,68,False
2021-01-27,0,False
2021-01-28,58,False
2021-01-29,0,False
2021-01-30,100,False
2021-01-31,0,False
2021-02-01,0,False
2021-02-02,0,False
2021-02-03,68,False
