date,face shield
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,57.0
2020-03-19,53.0
2020-03-20,42.0
2020-03-21,0.0
2020-03-22,70.0
2020-03-23,77.0
2020-03-24,89.0
2020-03-25,55.0
2020-03-26,69.0
2020-03-27,100.0
2020-03-28,71.0
2020-03-29,58.0
2020-03-30,82.0
2020-03-31,58.0
2020-04-01,51.0
2020-04-02,89.0
2020-04-03,0.0
2020-04-04,88.0
2020-04-05,69.0
2020-04-06,67.0
2020-04-07,97.0
2020-04-08,57.0
2020-04-09,63.0
2020-04-10,51.0
2020-04-11,72.0
2020-04-12,0.0
2020-04-13,72.0
2020-04-15,81.71124659379169
2020-04-16,100.0
2020-04-17,72.0
2020-04-18,53.586115430023774
2020-04-19,0.0
2020-04-20,51.13834677014616
2020-04-21,100.0
2020-04-22,61.6931100235951
2020-04-23,41.0
2020-04-24,36.0
2020-04-25,44.0
2020-04-26,38.0
2020-04-27,48.0
2020-04-28,39.0
2020-04-29,57.0
2020-04-30,64.0
2020-05-01,56.0
2020-05-02,52.0
2020-05-03,53.0
2020-05-04,55.0
2020-05-05,67.0
2020-05-06,74.0
2020-05-07,77.0
2020-05-08,46.0
2020-05-09,50.0
2020-05-10,0.0
2020-05-11,57.0
2020-05-12,38.0
2020-05-13,45.0
2020-05-14,59.0
2020-05-15,63.0
2020-05-16,80.4380407148405
2020-05-17,85.0
2020-05-18,98.17057184376175
2020-05-19,100.0
2020-05-20,79.18641109241419
2020-05-21,100.0
2020-05-22,84.0
2020-05-23,63.0
2020-05-24,57.0
2020-05-25,65.0
2020-05-26,59.0
2020-05-27,63.0
2020-05-28,51.0
2020-05-29,72.0
2020-05-30,64.0
2020-05-31,81.0
2020-06-01,82.0
2020-06-02,53.0
2020-06-03,97.0
2020-06-04,71.0
2020-06-05,65.0
2020-06-06,68.0
2020-06-07,38.0
2020-06-08,71.0
2020-06-09,59.0
2020-06-10,41.0
2020-06-11,43.0
2020-06-12,36.0
2020-06-13,76.0
2020-06-14,0.0
2020-06-15,69.0
2020-06-16,84.0
2020-06-17,83.0
2020-06-18,73.0
2020-06-19,84.0
2020-06-20,88.5150133766666
2020-06-21,70.68992987152077
2020-06-22,78.0
2020-06-23,66.563932196627
2020-06-24,82.0
2020-06-25,100.0
2020-06-26,97.0
2020-06-27,100.0
2020-06-28,80.0
2020-06-29,96.0
2020-06-30,88.0
2020-07-01,96.99444062091715
2020-07-02,100.0
2020-07-03,79.81683216261165
2020-07-04,95.0
2020-07-05,81.26974536255717
2020-07-06,100.0
2020-07-07,71.0
2020-07-08,99.0
2020-07-09,80.25384009270735
2020-07-10,100.0
2020-07-11,85.0
2020-07-12,77.74584476836787
2020-07-13,80.21447775244911
2020-07-14,68.08380204791041
2020-07-15,90.65320638436991
2020-07-16,105.37928865491983
2020-07-17,96.0
2020-07-18,95.3041359906565
2020-07-19,83.75540791454165
2020-07-20,79.63728084666381
2020-07-21,69.51420247360839
2020-07-22,82.28802726038668
2020-07-23,63.702547721268886
2020-07-24,61.0
2020-07-25,57.48276892009541
2020-07-26,60.33405946424257
2020-07-27,43.92630561208054
2020-07-28,22.0
2020-07-29,37.0
2020-07-30,47.355457227712364
2020-07-31,100.0
2020-08-01,69.0
2020-08-02,45.0
2020-08-03,55.0
2020-08-04,71.6858641508743
2020-08-05,101.60099853943667
2020-08-06,100.0
2020-08-07,73.0
2020-08-08,64.0
2020-08-09,56.0
2020-08-10,41.24645593869732
2020-08-11,39.43341706227015
2020-08-12,45.0
2020-08-13,40.0
2020-08-14,50.0
2020-08-15,46.0
2020-08-16,34.0
2020-08-17,30.0
2020-08-18,23.0
2020-08-19,22.0
2020-08-20,20.0
2020-08-21,22.0
2020-08-22,20.0
2020-08-23,16.0
2020-08-24,17.0
2020-08-25,15.0
2020-08-26,14.0
2020-08-27,15.0
2020-08-28,13.277171884518136
2020-08-29,11.87838604475455
2020-08-30,11.0
2020-08-31,9.0
2020-09-01,12.0
2020-09-02,13.0
2020-09-03,9.0
2020-09-04,8.06205279271823
2020-09-05,7.234206244176368
2020-09-06,9.525649715884231
2020-09-07,11.397179317778622
2020-09-08,16.13292398277995
2020-09-09,15.202295666558824
2020-09-10,12.0
2020-09-11,12.0
2020-09-12,13.0
2020-09-13,10.850313257141403
2020-09-14,15.045162323396843
2020-09-15,22.178926249391854
2020-09-16,16.274526924218787
2020-09-17,30.42767339946952
2020-09-18,26.043887036448414
2020-09-19,22.0
2020-09-20,25.175086572208404
2020-09-21,33.71363116435155
2020-09-22,26.0
2020-09-23,25.023752009172107
2020-09-24,43.37957345604734
2020-09-25,26.0
2020-09-26,35.2882372165181
2020-09-27,44.044687451239696
2020-09-28,34.0
2020-09-29,37.0
2020-09-30,35.0
2020-10-01,38.0
2020-10-02,39.61701386012139
2020-10-03,69.28967281009903
2020-10-04,61.0
2020-10-05,41.0
2020-10-06,75.0
2020-10-07,80.0
2020-10-08,69.40248732488999
2020-10-09,57.61559477883455
2020-10-10,54.0
2020-10-11,53.0
2020-10-12,70.0
2020-10-13,38.0
2020-10-14,57.0
2020-10-15,64.60873625511383
2020-10-16,48.0
2020-10-17,75.13395682013144
2020-10-18,100.0
2020-10-19,38.0
2020-10-20,88.0
2020-10-21,50.0
2020-10-22,55.0
2020-10-23,50.0
2020-10-24,49.0
2020-10-25,47.150686276113255
2020-10-26,49.96322178853641
2020-10-27,67.0
2020-10-28,84.0
2020-10-29,94.0
2020-10-30,73.0
2020-10-31,55.0
2020-11-01,57.0
2020-11-02,57.0
2020-11-03,75.0
2020-11-04,57.0
2020-11-05,40.0
2020-11-06,69.0
2020-11-07,68.0
2020-11-08,70.0
2020-11-09,52.0
2020-11-10,45.0
2020-11-11,55.0
2020-11-12,38.0
2020-11-13,40.0
2020-11-14,39.0
2020-11-15,47.0
2020-11-16,58.0
2020-11-17,78.33825975310916
2020-11-18,61.0
2020-11-19,59.0
2020-11-20,61.0
2020-11-21,42.0
2020-11-22,56.9588589740645
2020-11-23,67.0
2020-11-24,68.36927071850974
2020-11-25,76.53768125867889
2020-11-26,68.0
2020-11-27,104.24666563040557
2020-11-28,53.81043020177551
2020-11-29,49.0
2020-11-30,59.0
2020-12-01,89.0
2020-12-02,82.70576807132015
2020-12-03,88.0
2020-12-04,56.0
2020-12-05,64.0
2020-12-06,53.0
2020-12-07,64.0
2020-12-08,60.0
2020-12-09,80.0
2020-12-10,48.58979687114102
2020-12-11,62.01628844487192
2020-12-12,70.0
2020-12-13,64.0
2020-12-14,39.119223506396665
2020-12-15,108.09439582001693
2020-12-16,100.0
2020-12-17,64.0
2020-12-18,57.0
2020-12-19,56.12479118858923
2020-12-20,67.0
2020-12-21,43.0
2020-12-22,35.0
2020-12-23,24.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,40.04266047176538
2020-12-27,30.0
2020-12-28,28.0
2020-12-29,23.0
2020-12-30,26.0
2020-12-31,21.0
2021-01-01,0.0
2021-01-02,22.0
2021-01-03,27.0
2021-01-04,28.0
2021-01-05,26.0
2021-01-06,25.0
2021-01-07,37.0
2021-01-08,32.0
2021-01-09,29.0
2021-01-10,18.0
2021-01-11,31.0
2021-01-12,19.0
2021-01-13,27.0
2021-01-14,17.0
2021-01-15,34.87556798734374
2021-01-16,47.15491193500108
2021-01-17,35.0
2021-01-18,40.0
2021-01-19,53.377142172348094
2021-01-20,59.0
2021-01-21,59.0
2021-01-22,58.0
2021-01-23,54.0
2021-01-24,59.0
2021-01-25,41.61274431218386
2021-01-26,63.0
2021-01-27,56.0
2021-01-28,67.0
2021-01-29,51.0
2021-01-30,69.0
2021-01-31,55.0
2021-02-01,82.0
2021-02-02,78.66358065247877
2021-02-03,100.0
2021-02-04,63.0
2021-02-05,69.0
2021-02-06,89.0
2021-02-07,96.0
2021-02-08,90.0
2021-02-09,67.0
2021-02-10,0.0
2021-02-11,62.0
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,47.0
2021-02-15,63.0
2021-02-16,67.0
2021-02-17,58.0
2021-02-18,71.0
2021-02-19,54.0
2021-02-20,77.0
2021-02-21,76.0
2021-02-22,54.0
2021-02-23,33.849548826609215
2021-02-24,87.05615891689528
2021-02-25,0.0
2021-02-26,67.0
2021-02-27,54.0
2021-02-28,66.0
2021-03-01,59.0
2021-03-02,58.0
2021-03-03,83.0
2021-03-04,43.0
2021-03-05,61.70698814224571
2021-03-06,0.0
2021-03-07,83.0
2021-03-08,46.0
2021-03-09,81.40899798451153
2021-03-10,80.22150715298126
2021-03-11,67.0
2021-03-12,92.0
2021-03-13,78.0
2021-03-14,86.0
2021-03-15,56.0
