date,ubo,isPartial
2020-05-16,0,False
2020-05-17,0,False
2020-05-18,0,False
2020-05-19,0,False
2020-05-20,0,False
2020-05-21,0,False
2020-05-22,0,False
2020-05-23,0,False
2020-05-24,0,False
2020-05-25,86,False
2020-05-26,0,False
2020-05-27,94,False
2020-05-28,0,False
2020-05-29,0,False
2020-05-30,81,False
2020-05-31,0,False
2020-06-01,83,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,98,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,71,False
2020-06-11,83,False
2020-06-12,0,False
2020-06-13,91,False
2020-06-14,100,False
2020-06-15,65,False
