date,ubo,isPartial
2020-03-31,54,False
2020-04-01,60,False
2020-04-02,100,False
2020-04-03,37,False
2020-04-04,56,False
2020-04-05,0,False
2020-04-06,46,False
2020-04-07,0,False
2020-04-08,58,False
2020-04-09,68,False
2020-04-10,0,False
2020-04-11,66,False
2020-04-12,51,False
2020-04-13,70,False
2020-04-14,52,False
2020-04-15,46,False
2020-04-16,38,False
2020-04-17,0,False
2020-04-18,38,False
2020-04-19,0,False
2020-04-20,0,False
2020-04-21,0,False
2020-04-22,0,False
2020-04-23,39,False
2020-04-24,0,False
2020-04-25,0,False
2020-04-26,0,False
2020-04-27,50,False
2020-04-28,35,False
2020-04-29,46,False
2020-04-30,34,False
