date,ubo,isPartial
2020-04-11,94,False
2020-04-12,74,False
2020-04-13,100,False
2020-04-14,75,False
2020-04-15,67,False
2020-04-16,54,False
2020-04-17,0,False
2020-04-18,55,False
2020-04-19,0,False
2020-04-20,0,False
2020-04-21,0,False
2020-04-22,0,False
2020-04-23,56,False
2020-04-24,0,False
2020-04-25,0,False
2020-04-26,0,False
2020-04-27,72,False
2020-04-28,50,False
2020-04-29,66,False
2020-04-30,48,False
2020-05-01,0,False
2020-05-02,0,False
2020-05-03,0,False
2020-05-04,50,False
2020-05-05,0,False
2020-05-06,0,False
2020-05-07,49,False
2020-05-08,0,False
2020-05-09,0,False
2020-05-10,0,False
2020-05-11,0,False
