date,ubo,isPartial
2020-05-24,0,False
2020-05-25,76,False
2020-05-26,0,False
2020-05-27,84,False
2020-05-28,0,False
2020-05-29,0,False
2020-05-30,72,False
2020-05-31,0,False
2020-06-01,73,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,87,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,63,False
2020-06-11,73,False
2020-06-12,0,False
2020-06-13,81,False
2020-06-14,89,False
2020-06-15,58,False
2020-06-16,0,False
2020-06-17,78,False
2020-06-18,67,False
2020-06-19,79,False
2020-06-20,79,False
2020-06-21,100,False
2020-06-22,92,False
2020-06-23,0,False
