date,ubo,isPartial
2020-04-14,100,False
2020-04-15,89,False
2020-04-16,72,False
2020-04-17,0,False
2020-04-18,73,False
2020-04-19,0,False
2020-04-20,0,False
2020-04-21,0,False
2020-04-22,0,False
2020-04-23,74,False
2020-04-24,0,False
2020-04-25,0,False
2020-04-26,0,False
2020-04-27,96,False
2020-04-28,66,False
2020-04-29,88,False
2020-04-30,64,False
2020-05-01,0,False
2020-05-02,0,False
2020-05-03,0,False
2020-05-04,66,False
2020-05-05,0,False
2020-05-06,0,False
2020-05-07,65,False
2020-05-08,0,False
2020-05-09,0,False
2020-05-10,0,False
2020-05-11,0,False
2020-05-12,0,False
2020-05-13,0,False
2020-05-14,0,False
