date,ecq,isPartial
2021-01-15,51,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,0,False
2021-01-19,50,False
2021-01-20,0,False
2021-01-21,0,False
2021-01-22,52,False
2021-01-23,0,False
2021-01-24,0,False
2021-01-25,64,False
2021-01-26,72,False
2021-01-27,0,False
2021-01-28,0,False
2021-01-29,100,False
2021-01-30,58,False
2021-01-31,0,False
2021-02-01,69,False
2021-02-02,66,False
2021-02-03,0,False
2021-02-04,0,False
2021-02-05,52,False
2021-02-06,0,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,0,False
2021-02-10,0,False
2021-02-11,0,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
