date,ecq,isPartial
2021-02-01,96,False
2021-02-02,91,False
2021-02-03,0,False
2021-02-04,0,False
2021-02-05,73,False
2021-02-06,0,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,0,False
2021-02-10,0,False
2021-02-11,0,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,0,False
2021-02-16,0,False
2021-02-17,0,False
2021-02-18,100,False
2021-02-19,67,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,95,False
2021-02-23,0,False
2021-02-24,60,False
2021-02-25,0,False
2021-02-26,0,False
2021-02-27,0,False
2021-02-28,88,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,0,False
