date,ecq,isPartial
2020-12-31,0,False
2021-01-01,67,False
2021-01-02,0,False
2021-01-03,0,False
2021-01-04,59,False
2021-01-05,45,False
2021-01-06,0,False
2021-01-07,0,False
2021-01-08,0,False
2021-01-09,0,False
2021-01-10,0,False
2021-01-11,50,False
2021-01-12,0,False
2021-01-13,0,False
2021-01-14,56,False
2021-01-15,51,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,0,False
2021-01-19,50,False
2021-01-20,0,False
2021-01-21,0,False
2021-01-22,52,False
2021-01-23,0,False
2021-01-24,0,False
2021-01-25,64,False
2021-01-26,72,False
2021-01-27,0,False
2021-01-28,0,False
2021-01-29,100,False
2021-01-30,58,False
