date,ecq,isPartial
2020-11-02,67,False
2020-11-03,93,False
2020-11-04,70,False
2020-11-05,69,False
2020-11-06,0,False
2020-11-07,0,False
2020-11-08,0,False
2020-11-09,50,False
2020-11-10,66,False
2020-11-11,97,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,99,False
2020-11-17,56,False
2020-11-18,0,False
2020-11-19,76,False
2020-11-20,94,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,65,False
2020-11-24,0,False
2020-11-25,0,False
2020-11-26,0,False
2020-11-27,59,False
2020-11-28,0,False
2020-11-29,0,False
2020-11-30,100,False
2020-12-01,79,False
2020-12-02,86,False
