date,ecq,isPartial
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,71,False
2020-10-13,74,False
2020-10-14,62,False
2020-10-15,60,False
2020-10-16,89,False
2020-10-17,0,False
2020-10-18,60,False
2020-10-19,83,False
2020-10-20,100,False
2020-10-21,87,False
2020-10-22,88,False
2020-10-23,0,False
2020-10-24,57,False
2020-10-25,0,False
2020-10-26,64,False
2020-10-27,71,False
2020-10-28,0,False
2020-10-29,56,False
2020-10-30,0,False
2020-10-31,0,False
2020-11-01,0,False
2020-11-02,61,False
2020-11-03,85,False
2020-11-04,64,False
2020-11-05,63,False
2020-11-06,0,False
2020-11-07,0,False
2020-11-08,0,False
2020-11-09,45,False
