date,ecq,isPartial
2021-02-09,0,False
2021-02-10,0,False
2021-02-11,0,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,0,False
2021-02-16,0,False
2021-02-17,0,False
2021-02-18,69,False
2021-02-19,46,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,66,False
2021-02-23,0,False
2021-02-24,41,False
2021-02-25,0,False
2021-02-26,0,False
2021-02-27,0,False
2021-02-28,61,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,0,False
2021-03-04,47,False
2021-03-05,0,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,100,False
2021-03-09,81,False
2021-03-10,62,False
2021-03-11,64,False
