date,ecq,isPartial
2020-10-03,0,False
2020-10-04,0,False
2020-10-05,78,False
2020-10-06,100,False
2020-10-07,85,False
2020-10-08,92,False
2020-10-09,86,False
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,67,False
2020-10-13,70,False
2020-10-14,59,False
2020-10-15,57,False
2020-10-16,84,False
2020-10-17,0,False
2020-10-18,57,False
2020-10-19,79,False
2020-10-20,95,False
2020-10-21,83,False
2020-10-22,84,False
2020-10-23,0,False
2020-10-24,54,False
2020-10-25,0,False
2020-10-26,61,False
2020-10-27,68,False
2020-10-28,0,False
2020-10-29,54,False
2020-10-30,0,False
2020-10-31,0,False
2020-11-01,0,False
2020-11-02,58,False
