date,ecq,isPartial
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,0,False
2021-02-16,0,False
2021-02-17,0,False
2021-02-18,52,False
2021-02-19,35,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,50,False
2021-02-23,0,False
2021-02-24,31,False
2021-02-25,0,False
2021-02-26,0,False
2021-02-27,0,False
2021-02-28,46,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,0,False
2021-03-04,35,False
2021-03-05,0,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,76,False
2021-03-09,61,False
2021-03-10,47,False
2021-03-11,48,False
2021-03-12,63,False
2021-03-13,91,False
2021-03-14,92,False
2021-03-15,100,False
