date,Frontliners,isPartial
2020-06-02,74,False
2020-06-03,100,False
2020-06-04,72,False
2020-06-05,0,False
2020-06-06,87,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,90,False
2020-06-10,53,False
2020-06-11,68,False
2020-06-12,56,False
2020-06-13,0,False
2020-06-14,53,False
2020-06-15,0,False
2020-06-16,0,False
2020-06-17,0,False
2020-06-18,56,False
2020-06-19,49,False
2020-06-20,65,False
2020-06-21,0,False
2020-06-22,57,False
2020-06-23,0,False
2020-06-24,51,False
2020-06-25,74,False
2020-06-26,58,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,54,False
2020-07-01,0,False
2020-07-02,0,False
