date,Frontliners,isPartial
2021-02-08,79,False
2021-02-09,0,False
2021-02-10,49,False
2021-02-11,75,False
2021-02-12,65,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,81,False
2021-02-16,0,False
2021-02-17,83,False
2021-02-18,96,False
2021-02-19,61,False
2021-02-20,79,False
2021-02-21,0,False
2021-02-22,75,False
2021-02-23,90,False
2021-02-24,89,False
2021-02-25,100,False
2021-02-26,0,False
2021-02-27,62,False
2021-02-28,0,False
2021-03-01,86,False
2021-03-02,85,False
2021-03-03,95,False
2021-03-04,83,False
2021-03-05,64,False
2021-03-06,70,False
2021-03-07,0,False
2021-03-08,90,False
2021-03-09,71,False
2021-03-10,93,False
