date,Frontliners,isPartial
2020-05-30,90,False
2020-05-31,100,False
2020-06-01,63,False
2020-06-02,71,False
2020-06-03,96,False
2020-06-04,70,False
2020-06-05,0,False
2020-06-06,84,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,87,False
2020-06-10,51,False
2020-06-11,66,False
2020-06-12,54,False
2020-06-13,0,False
2020-06-14,51,False
2020-06-15,0,False
2020-06-16,0,False
2020-06-17,0,False
2020-06-18,54,False
2020-06-19,47,False
2020-06-20,63,False
2020-06-21,0,False
2020-06-22,55,False
2020-06-23,0,False
2020-06-24,49,False
2020-06-25,71,False
2020-06-26,56,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
