date,Frontliners,isPartial
2021-01-22,48,False
2021-01-23,0,False
2021-01-24,57,False
2021-01-25,57,False
2021-01-26,71,False
2021-01-27,0,False
2021-01-28,100,False
2021-01-29,57,False
2021-01-30,62,False
2021-01-31,0,False
2021-02-01,43,False
2021-02-02,46,False
2021-02-03,80,False
2021-02-04,79,False
2021-02-05,71,False
2021-02-06,0,False
2021-02-07,50,False
2021-02-08,69,False
2021-02-09,0,False
2021-02-10,42,False
2021-02-11,65,False
2021-02-12,56,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,70,False
2021-02-16,0,False
2021-02-17,72,False
2021-02-18,83,False
2021-02-19,53,False
2021-02-20,68,False
2021-02-21,0,False
