date,Frontliners,isPartial
2020-11-01,0,False
2020-11-02,76,False
2020-11-03,85,False
2020-11-04,81,False
2020-11-05,100,False
2020-11-06,50,False
2020-11-07,71,False
2020-11-08,62,False
2020-11-09,70,False
2020-11-10,91,False
2020-11-11,43,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,73,False
2020-11-15,0,False
2020-11-16,70,False
2020-11-17,60,False
2020-11-18,36,False
2020-11-19,74,False
2020-11-20,76,False
2020-11-21,0,False
2020-11-22,46,False
2020-11-23,63,False
2020-11-24,74,False
2020-11-25,42,False
2020-11-26,92,False
2020-11-27,59,False
2020-11-28,65,False
2020-11-29,0,False
2020-11-30,58,False
2020-12-01,78,False
