date,Frontliners,isPartial
2020-12-11,100,False
2020-12-12,0,False
2020-12-13,82,False
2020-12-14,68,False
2020-12-15,0,False
2020-12-16,53,False
2020-12-17,82,False
2020-12-18,0,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,0,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,0,False
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,0,False
2021-01-03,0,False
2021-01-04,61,False
2021-01-05,57,False
2021-01-06,80,False
2021-01-07,88,False
2021-01-08,51,False
2021-01-09,76,False
2021-01-10,61,False
