date,Frontliners,isPartial
2020-12-14,78,False
2020-12-15,0,False
2020-12-16,60,False
2020-12-17,94,False
2020-12-18,0,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,0,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,0,False
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,0,False
2021-01-03,0,False
2021-01-04,69,False
2021-01-05,65,False
2021-01-06,91,False
2021-01-07,100,False
2021-01-08,58,False
2021-01-09,86,False
2021-01-10,69,False
2021-01-11,0,False
2021-01-12,97,False
2021-01-13,73,False
