date,Frontliners,isPartial
2020-06-21,0,False
2020-06-22,52,False
2020-06-23,0,False
2020-06-24,47,False
2020-06-25,68,False
2020-06-26,53,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,50,False
2020-07-01,0,False
2020-07-02,0,False
2020-07-03,100,False
2020-07-04,0,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,0,False
2020-07-08,0,False
2020-07-09,0,False
2020-07-10,0,False
2020-07-11,0,False
2020-07-12,0,False
2020-07-13,0,False
2020-07-14,0,False
2020-07-15,0,False
2020-07-16,0,False
2020-07-17,0,False
2020-07-18,0,False
2020-07-19,0,False
2020-07-20,0,False
2020-07-21,0,False
