date,masks,isPartial
2021-02-04,85,False
2021-02-05,0,False
2021-02-06,0,False
2021-02-07,0,False
2021-02-08,82,False
2021-02-09,76,False
2021-02-10,67,False
2021-02-11,76,False
2021-02-12,100,False
2021-02-13,80,False
2021-02-14,0,False
2021-02-15,83,False
2021-02-16,89,False
2021-02-17,48,False
2021-02-18,71,False
2021-02-19,0,False
2021-02-20,60,False
2021-02-21,0,False
2021-02-22,63,False
2021-02-23,50,False
2021-02-24,53,False
2021-02-25,66,False
2021-02-26,0,False
2021-02-27,66,False
2021-02-28,55,False
2021-03-01,79,False
2021-03-02,0,False
2021-03-03,49,False
2021-03-04,58,False
2021-03-05,64,False
2021-03-06,63,False
