date,flu,isPartial
2020-09-17,100,False
2020-09-18,92,False
2020-09-19,83,False
2020-09-20,67,False
2020-09-21,73,False
2020-09-22,80,False
2020-09-23,75,False
2020-09-24,75,False
2020-09-25,84,False
2020-09-26,96,False
2020-09-27,70,False
2020-09-28,95,False
2020-09-29,77,False
2020-09-30,77,False
2020-10-01,78,False
2020-10-02,58,False
2020-10-03,90,False
2020-10-04,58,False
2020-10-05,64,False
2020-10-06,70,False
2020-10-07,87,False
2020-10-08,51,False
2020-10-09,81,False
2020-10-10,66,False
2020-10-11,58,False
2020-10-12,78,False
2020-10-13,56,False
2020-10-14,81,False
2020-10-15,79,False
2020-10-16,85,False
2020-10-17,46,False
